timestamp,load_cost,prod_price,pv_forecast,pv_actual,load_forecast,load_actual
2026-06-01 00:00:00,0.2494,0.1493,0.0,0.0,237.20037893272493,295.0
2026-06-01 00:05:00,0.2494,0.1493,0.0,0.0,227.78135783757165,303.3333
2026-06-01 00:10:00,0.2494,0.1493,0.0,0.0,229.5192263202594,370.0
2026-06-01 00:15:00,0.2401,0.1401,0.0,0.0,235.8661420573003,354.0
2026-06-01 00:20:00,0.2401,0.1401,0.0,0.0,230.14112693996736,340.0
2026-06-01 00:25:00,0.2401,0.1401,0.0,0.0,230.45647770045306,320.0
2026-06-01 00:30:00,0.2271,0.1271,0.0,0.0,231.40256724088033,287.5
2026-06-01 00:35:00,0.2271,0.1271,0.0,0.0,228.0788714395065,286.0
2026-06-01 00:40:00,0.2271,0.1271,0.0,0.0,233.90436450847858,310.0
2026-06-01 00:45:00,0.2235,0.1235,0.0,0.0,231.01556430745472,305.0
2026-06-01 00:50:00,0.2235,0.1235,0.0,0.0,225.24645037445035,270.0
2026-06-01 00:55:00,0.2235,0.1235,0.0,0.0,223.62371732832693,282.5
2026-06-01 01:00:00,0.2465,0.1465,0.0,0.0,214.68739495538242,280.0
2026-06-01 01:05:00,0.2465,0.1465,0.0,0.0,216.57681314026854,268.5714
2026-06-01 01:10:00,0.2465,0.1465,0.0,0.0,218.04469246897972,302.8571
2026-06-01 01:15:00,0.236,0.136,0.0,0.0,212.84056989747262,296.6667
2026-06-01 01:20:00,0.236,0.136,0.0,0.0,212.43936328503733,340.0
2026-06-01 01:25:00,0.236,0.136,0.0,0.0,210.88194508532672,311.25
2026-06-01 01:30:00,0.2288,0.1288,0.0,0.0,208.29961158579962,328.3333
2026-06-01 01:35:00,0.2288,0.1288,0.0,0.0,207.43574245121388,320.0
2026-06-01 01:40:00,0.2288,0.1288,0.0,0.0,207.85127933974027,307.1429
2026-06-01 01:45:00,0.227,0.127,0.0,0.0,205.55114753462917,284.0
2026-06-01 01:50:00,0.227,0.127,0.0,0.0,206.55924386261327,261.6667
2026-06-01 01:55:00,0.227,0.127,0.0,0.0,213.1118533346976,262.8571
2026-06-01 02:00:00,0.2255,0.1255,0.0,0.0,211.41295208194092,280.0
2026-06-01 02:05:00,0.2255,0.1255,0.0,0.0,212.82607378260948,287.5
2026-06-01 02:10:00,0.2255,0.1255,0.0,0.0,213.12005188411396,267.5
2026-06-01 02:15:00,0.233,0.133,0.0,0.0,218.73740348803005,270.0
2026-06-01 02:20:00,0.233,0.133,0.0,0.0,218.46610878358953,265.0
2026-06-01 02:25:00,0.233,0.133,0.0,0.0,220.22009829179822,302.5
2026-06-01 02:30:00,0.2316,0.1316,0.0,0.0,222.99257943116126,340.0
2026-06-01 02:35:00,0.2316,0.1316,0.0,0.0,226.33017419946145,325.0
2026-06-01 02:40:00,0.2316,0.1316,0.0,0.0,229.90277403922028,330.0
2026-06-01 02:45:00,0.2303,0.1303,0.0,0.0,230.06053293251773,325.0
2026-06-01 02:50:00,0.2303,0.1303,0.0,0.0,227.5797360759682,285.0
2026-06-01 02:55:00,0.2303,0.1303,0.0,0.0,228.30570124845985,230.0
2026-06-01 03:00:00,0.226,0.126,0.0,0.0,238.2653886739954,226.6667
2026-06-01 03:05:00,0.226,0.126,0.0,0.0,245.2824733459801,224.0
2026-06-01 03:10:00,0.226,0.126,0.0,0.0,242.42590865794378,225.0
2026-06-01 03:15:00,0.2268,0.1268,0.0,0.0,231.83743428186332,226.25
2026-06-01 03:20:00,0.2268,0.1268,0.0,0.0,242.05378626603246,227.5
2026-06-01 03:25:00,0.2268,0.1268,0.0,0.0,245.09488325165273,228.75
2026-06-01 03:30:00,0.2207,0.1207,0.0,0.0,244.25474522199212,230.0
2026-06-01 03:35:00,0.2207,0.1207,0.0,0.0,235.77019447160288,225.0
2026-06-01 03:40:00,0.2207,0.1207,0.0,0.0,233.3028554852008,220.0
2026-06-01 03:45:00,0.2187,0.1187,0.0,0.0,231.8931250052336,281.6667
2026-06-01 03:50:00,0.2187,0.1187,0.0,0.0,238.73960124559372,275.0
2026-06-01 03:55:00,0.2187,0.1187,0.0,0.0,238.84542539551884,278.0
2026-06-01 04:00:00,0.2249,0.1249,0.0,0.0,239.01178509321196,280.0
2026-06-01 04:05:00,0.2249,0.1249,0.0,0.0,232.05297712313737,243.3333
2026-06-01 04:10:00,0.2249,0.1249,0.0,0.0,231.61225573476221,250.0
2026-06-01 04:15:00,0.2234,0.1234,0.0,0.0,238.0123689806895,286.25
